,data,label
10354,if key == 'a':,0.0
10355,"If we succeed, print a version; if not, generate a failure.",1.0
10356,chunk of memory will be selected as starting address.,1.0
10357,parts = query.split('/'),0.0
10358,"record_add_field(rec, '583', subfields=[('l', version)])",0.0
10359,graph_outputs = [get_leaf_id(n) for n in trace.graph().outputs()],0.0
10360,V_over_F = 0,0.0
10361,else:,0.0
10362,Images which already exists are omitted stitching.,1.0
10363,if item.get('Arn'):,0.0
10364,except Proauth2Error as e:,0.0
10365,if self.unique_state:,0.0
10366,The directory containing the LCs to process.,1.0
10367,zeros = tf.zeros_like(tensor=next_q_value),0.0
10368,"(user for user in conv.users if not user.is_self),",0.0
10369,"""dimming"" and ""brightening"" is set by *physics* (not the magnitude",1.0
10370,"""shape %s."" % (y, x, image.shape))",0.0
10371,"@param {Boolean=False} force_no_processing - If True, do not attempt to",1.0
10372,else:,0.0
10373,if balance_error < 0:,0.0
10374,"""id"": ""<new-pid-value>"",",1.0
10375,"primary, secondary = _metaph_add('0', 'T')",0.0
10376,"key_name='keys', **kwargs)",0.0
10377,np.random.seed(seed),1.0
10378,if last_value is not None:,0.0
10379,"max_size = solver.max(self.constraints, size)",0.0
10380,expr_stack.append(toks[0]),0.0
10381,lseek - reposition read/write file offset,1.0
10382,try to find repo in format:,1.0
10383,def reset(self):,0.0
10384,_temp_file_name = '_find_one_model_ztemp_file',0.0
10385,norm_min = array.min(),0.0
10386,return response,0.0
10387,"s3_key.last_modified, '%a, %d %b %Y %H:%M:%S %Z')[0:6])",0.0
10388,"fva_result.at[rxn_id, what] = value",0.0
10389,enterprise_customer.notify_enrolled_learners(,0.0
10390,"def _validate_file_formats(input_filepath_list, combine_type):",0.0
10391,An array of length (voronoi_pixels) which gives the number of neighbors of every pixel in the \,1.0
10392,"If this is True, will return the checkplotdict instead of returning the",1.0
10393,if verbose:,0.0
10394,\left(\frac{\partial P}{\partial V}\right)_T,1.0
10395,"start_master_nodes(masters, cl_args)",0.0
10396,"if ""bands"" in kwargs:",0.0
10397,>>> import queueing_tool as qt,1.0
10398,"If target_dir does not exist, and create_target_dir is False",1.0
10399,"def removeLabels(self, start=None, end=None, labelFilter=None):",0.0
10400,self.campaign_id = campaign_id,0.0
10401,"if inspect.ismethod(func) and hasattr(func, ""yaz_dependency_config"")]",0.0
10402,"def scrollright(self, window_name, object_name):",0.0
10403,return,0.0
10404,:type       depth: ``int``,1.0
10405,"self.encoder=adaptive_scalar.AdaptiveScalarEncoder(name='AdaptiveScalarEncoder', \",0.0
10406,else:,0.0
10407,with self.__cond:,0.0
10408,@functools.wraps(default),0.0
10409,"assert len(x) == len(y), 'x and y must have the same length. Add zeros if needed'",0.0
10410,"client_html = template_environment.get_template(CONSTANTS.TEMPLATE_HEADER).render(custom_stylesheet_includes=CONSTANTS.STYLESHEET_INCLUDES,",0.0
10411,x17 = -x13*x8 - x14*(20.*x2 + 20.) + x15*x16,0.0
10412,def pop_path(path):,0.0
10413,if not self.token:,0.0
10414,"cur = execute(kwargs.pop('db', ''), query, args, **kwargs)",0.0
10415,run by magcol,1.0
10416,else:,0.0
10417,continue,0.0
10418,return element,0.0
10419,return(rslt),0.0
10420,"{}. {}'.format(i, mod_path))",0.0
10421,"def _get_instance_plans(self, packing_plan, container_id):",0.0
10422,"error = ""Code %s. Unable to aquire the lock when adding '%s'. All prior directories were added. You may try again, to finish adding directory""%(code,dirPath)",0.0
10423,Un-fullscreen the current window,1.0
10424,cmd = 'git clone --quiet %s' % remote_url,0.0
10425,if pubmed_identifiers is not None:,0.0
10426,"Return jobID of the inserted row, or of an existing row with matching",1.0
10427,each iteration,1.0
10428,properties.append(T_props),0.0
10429,'id amount timestamp recipientId senderId rawasset type fee'),0.0
10430,verbose (bool): verbosity flag,1.0
10431,"r.env.base_dst = '%s/%s' % (ssl_dst, r.env.domain)",0.0
10432,"return_url = decorator_kwargs.pop('return_url',",0.0
10433,"X = corrmtx(x, order, 'modified')",0.0
10434,:param args:,1.0
10435,"def delete(self, repo, args=[]):",0.0
10436,if async1.ready():,0.0
10437,self.ipython_dir = os.path.abspath(os.path.expanduser(self.ipython_dir)),0.0
10438,"smooth : float in [0, 1]",1.0
10439,if child.state not in explored,0.0
10440,"'endp':endp,",0.0
10441,def _process_filters(filter_dictionary):,0.0
10442,try:,0.0
10443,"return dict((k, v[0]) for k, v in metadata.items() if v)",0.0
10444,"cpu.OF = Operators.EXTRACT(res, size, size) != 0",0.0
10445,"status, _, _ = cij.ssh.command(cmd, shell=True)",0.0
10446,job array indices are 1-based,1.0
10447,generally used to assess the impact,1.0
10448,"def modify(item, output='camelized'):",0.0
10449,"SNProw = """".join(map(str,[unstruct(S[j][i]).count(ref) if \",0.0
10450,"deterministic : bool, optional",1.0
10451,"def _inference(self, start, lbview, quiet=False):",0.0
10452,if amount == 0:,0.0
10453,"""be empty."".format(evar_name=evar.name))",0.0
10454,dimension = len(cluster[0]),0.0
10455,{'463000'},1.0
10456,Return a list of registered categories.,1.0
10457,except IOError:,0.0
10458,:type stream: :py:class:`asyncio.StreamIO`,1.0
10459,str,1.0
10460,"is_valid_tuple = is_iterable(block_size) and len(block_size) in [2, 3] \",0.0
10461,default is 0.  This can be useful for writing wrappers,1.0
10462,toolcode[1] = '1',0.0
10463,df = pd.DataFrame(ret),0.0
10464,for directory in directories:,0.0
10465,:param unicode base:,1.0
10466,Index of channel. Default is 2.,1.0
10467,if not jwfs.is_reparse_point(path):,0.0
10468,"padded_bc += b""\x00\x00\x00""",0.0
10469,blocks_by_voter = Delegate.blocks(i.pubkey),0.0
10470,"path = os.path.join(path, 'imdb')",0.0
10471,"plt.plot(periodbinned_periods, periodbinned_recfrac,",0.0
10472,return True,0.0
10473,"def mass_within_ellipse_in_units(self, major_axis, unit_mass='angular', kpc_per_arcsec=None,",0.0
10474,Enable inference mode so we get predictions,1.0
10475,except jsonschema.ValidationError as invalid:,0.0
10476,else:,0.0
10477,"'export {0}={1}/{2}'.format(var.name, source.rstrip('/'),",0.0
10478,if '\n' in sep or '\r' in sep:,0.0
10479,Kwargs:,1.0
10480,"'reformed_targetlc':reformed_targetlc},",0.0
10481,@type window_name: string,1.0
10482,"bootstrap['env'],",0.0
10483,else:,0.0
10484,@return (list) List of coordinates of each neuron in map.,1.0
10485,Raises OrderError if no package previously defined.,1.0
10486,if not safe_copy:,0.0
10487,"self.data[""tags""].remove(tag)",0.0
10488,"We use ASCII as default, which gives us some output that contains \x99 and \u9999",1.0
10489,"nargs='*',",0.0
10490,Tr = T/Tc,0.0
10491,if not s + n > lt:,0.0
10492,label = makelabel(posarg),0.0
10493,:py:func:`astrobase.periodbase.kbls.bls_stats_singleperiod`.,1.0
10494,for x in range(len(titles)):,0.0
10495,TODO: validate status code,1.0
10496,for task in query_queue:,0.0
10497,obj.maxSegmentsPerCell = proto.maxSegmentsPerCell,0.0
10498,Write as a BEL namespace file.,1.0
10499,- bracket_start,1.0
10500,"if there's no objectinfo, we can't do anything.",1.0
10501,for package_descriptor in package_descriptors.values():,0.0
10502,key not in the dictionary is ignored. See the following example:,1.0
10503,:param kargs: any optional argument accepted by :func:`pylab.plot`.,1.0
10504,nonce (str): server generated nonce value,1.0
10505,instance=instance),0.0
10506,numNoise:         Number of noise elements to place between each,1.0
10507,self._profiler.print_diff(),0.0
10508,"r.local('ssh-keygen -f ""{home_dir}/.ssh/known_hosts"" -R {default_ip}')",0.0
10509,items (Iterable): hashable items possibly containing duplicates,1.0
10510,except Exception as e:,0.0
10511,raises:,1.0
10512,len(iv),0.0
10513,else:,0.0
10514,"'available_colors':[],",0.0
10515,data = fl.read(),0.0
10516,prj_uri_art : ART_PRJ_URI error,1.0
10517,See :func:`imgaug.augmenters.meta.Augmenter.__init__`.,1.0
10518,"properties, Ts2 = [], []",0.0
10519,"thiscolval = _dict_get(lcdict, getkey)",0.0
10520,s3_client : boto3.Client or None,1.0
10521,ID : str,1.0
10522,parse results from cutadapt into sample data,1.0
10523,store.append(outstr),0.0
10524,if pc in self._instruction_cache:,0.0
10525,get shape of new bootstrap resampled locus array,1.0
10526,input_format=None):,0.0
10527,d = self.declaration,0.0
10528,if have_header:,0.0
10529,content = from_file(path),0.0
10530,"adjust_joint.append((-1000, -1000))",0.0
10531,single header with lowercase name.  Although this is not possible with,1.0
10532,"indices = argunique(items, key=key)",0.0
10533,return(rslt),0.0
10534,called once for each setting for each command invocation.,1.0
10535,Generate a learner data transmission audit with fields properly filled in.,1.0
10536,for v in subgraph:,0.0
10537,return trimSegment,0.0
10538,request_id=json_data['request_id'],0.0
10539,Bump an existing requirement to the desired requirement if any.,1.0
10540,"def amz_cano_path(self, path):",0.0
10541,return,0.0
10542,Use None to include all (default).,1.0
10543,Reorder a list to match target by moving a sequence at a time.,1.0
10544,indexing into the hdf5 cluster file. Warn against this.,1.0
10545,type = (type or '').lower().strip(),0.0
10546,"mask_x = npin1d(stimes_x, stimes_y)",0.0
10547,to be unique to tokens that created locally.  This method checks to see if such,1.0
10548,a_po = 0x02,0.0
10549,-------,1.0
10550,headers (dict): Any other headers to be added to the request.,1.0
10551,...,1.0
10552,">>> twosided_2_onesided([10, 2,3,3,2,8])",1.0
10553,if backend == 'MP':,0.0
10554,"word = Operators.ZEXTEND(val, cpu.address_bit_size)",0.0
10555,cobra_gene = Gene(gid),0.0
10556,while not self.__stopped:,0.0
10557,pragma: no branch,1.0
10558,match = self.tool_re.match(entity),0.0
10559,"logger.error(""Something went wrong when executing '%s'"",",0.0
10560,"subprocess.check_call(args, env=env)",0.0
10561,def get_params():,0.0
10562,The term P/(RT)/1000 converts to 0.040874 at STP. Its inverse is reported,1.0
10563,for i in range(len(query)):,0.0
10564,"data = {""parameters"": parameters, ""started"": time.time(), ""description"": self.__description,",0.0
10565,commands = list(darkest(group)),0.0
10566,"graph_height=600, graph_width=1200, graph_type='line')]",0.0
10567,if P <= 0:,0.0
10568,template_file.write(,0.0
10569,if voter_dict[i]['status']:,0.0
10570,clear_index(model),0.0
10571,"403: ze.UserNotAuthorised,",0.0
10572,"magsarefluxes=False,",0.0
10573,try:,0.0
10574,funcname : string (default: 'get'),1.0
10575,"self._device.writeList(ADS1x15_POINTER_LOW_THRESHOLD, [(low_threshold >> 8) & 0xFF, low_threshold & 0xFF])",0.0
10576,log_detail = ['Pending'],0.0
10577,"outmat[i, :], _, _ = image.mask_and_flatten()",0.0
10578,text = pkcs7.encode(text),0.0
10579,if 'dry_run_format' in cl_args:,0.0
10580,mid = (lon_interval[0] + lon_interval[1]) / 2,0.0
10581,"logger.debug(""load foreign key failed, do you have read permission to the column %r?"" % column)",0.0
10582,@brief Find nearest sucessors and merge them.,1.0
10583,self._bucketValues.append(self.getBucketInfo([bucketIndex])[0].value),0.0
10584,"write_value('AnnotationDate', annotation.annotation_date_iso_format, out)",0.0
10585,"This sprint was empty, most likely because all particles were",1.0
10586,done = set(),0.0
10587,+ '-+-' + '-' * wPeerMod \,0.0
10588,seen = set(),0.0
10589,:param cipher:,1.0
10590,the /S will preserve all inner quotes,1.0
10591,file_path = abspath(file_path),0.0
10592,noise and particles. Default is 5.,1.0
10593,"self.more_than_one_error('PackageSourceInfo', p.lineno(1))",0.0
10594,"report_kwargs['metric_page_template'] = config_obj.get(section, 'metric_page_template')",0.0
10595,self.protoSeqY.append(self.protoY[i]),0.0
10596,result[x][x] = 1.0 - len(x) / universe_size,0.0
10597,resulting in a socket error.,1.0
10598,.. math::,1.0
10599,return sorted(venvs),0.0
10600,"def read(cls, proto):",0.0
10601,def token(self):,0.0
10602,grouped = {},0.0
10603,"'TemporalMultiStep',",0.0
10604,"This shouldn't ever happen, since we hold a unique MAC",1.0
10605,"edges = [a for a in list(graph.edges()) if (a[1], a[0]) in list(graph.edges())]",0.0
10606,def refresh(self):,0.0
10607,"def _crosscov(x, y, axis=-1, all_lags=False, debias=True):",0.0
10608,"word = word.replace('Q', 'que')",0.0
10609,client['tls_client'] = False,0.0
10610,data['mass_yield_{}'.format(direction)] = full(,0.0
10611,ops_filter.append('labels.task-id = %s' % task_id),0.0
10612,"return isinstance(data, np.ndarray) and data.dtype.kind == 'O'",0.0
10613,"elif isinstance(node, Operation):",0.0
10614,"def _sb_has_vowel(self, term):",0.0
10615,list of outputs or a single output to be returned from function. Returned,1.0
10616,:param search_template: The search template to prune,1.0
10617,during the next day (i.e. after midnight run times like 25:35),1.0
10618,`d2a_alpha_dT2`. See `GCEOS.a_alpha_and_derivatives` for more,1.0
10619,"logger.debug(f""\tProcess: {self.procs!r}"")",0.0
10620,options['dynamicPredictionSteps'] = False,0.0
10621,return response,0.0
10622,if menuitem.AXChildren[0].AXRole == 'AXMenu':,0.0
10623,baseSprintIdx = 0,0.0
10624,return False,0.0
10625,:param timeout: time (in seconds) to wait for the loop to end after signalling it. ``None`` is to block till it,1.0
10626,prefix = ' ' * 4,0.0
10627,"df_pos = pd.DataFrame({'long': longs.divide(net_liquidation, axis='index'),",0.0
10628,useConnectionID: True if the connection id of the calling function,1.0
10629,kpc_per_arcsec : float or None,1.0
10630,plt.close(),0.0
10631,maxVelocity = (self.max - self.min) / 5.0,0.0
10632,element.text = initial_response.encode(),0.0
10633,Get datetime string from datetime object,1.0
10634,:param key:,1.0
10635,email_msg.as_string()),0.0
10636,Need some simple DRA to get the image in range for display.,1.0
10637,if default is _sentinel:,0.0
10638,"raise ValueError(""Invalid TransactionBuilder Format"")",0.0
10639,perc_graph = graph.subgraph(,0.0
10640,"lcapertures, lcbestaperture,",0.0
10641,"except FloatingPointError, e:",1.0
10642,"out.write(HEADER.format(**{""NPOP"": len(popdict),",0.0
10643,"stream.write('return: %r %s\n' % (return_values, flagged(is_return_symbolic)))",0.0
10644,for i in range(n):,0.0
10645,Step 3: Transform back.,1.0
10646,"Float, the future value of the money invested with compound interest.",1.0
10647,continue,0.0
10648,elif clr.is_white:,0.0
10649,self.get_xdg_dirs() +,0.0
10650,outdict[band1] is not None and,0.0
10651,current += 4,0.0
10652,"r""""""Akaike Information Criterion",1.0
10653,UNKNOWN_DEVICE_DECODED),0.0
10654,"LOGGER.info(""  finished shutdown"")",0.0
10655,"cpu.memory.munmap(addr, size)",0.0
10656,Args:,1.0
10657,"Build a palette definition from either a simple string or a dictionary,",1.0
10658,"elif isinstance(data, float):",0.0
10659,ret = '',0.0
10660,"New York: McGraw-Hill Professional, 2000.",1.0
10661,"sigclip,",0.0
10662,new.date = new.date + timedelta(days=(7 * i)),0.0
10663,versions = list(OFFICIAL_VERSIONS),0.0
10664,initialize moments means and sums of squared differences,1.0
10665,Building setup w/ arguments.,1.0
10666,try:,0.0
10667,then these positions will differ from the input 'guess'.,1.0
10668,```bash,1.0
10669,"def hsv_to_rgb(h, s, v):",0.0
10670,"return None, errors",0.0
10671,enterprise_customer = self.context.get('enterprise_customer'),0.0
10672,(x_dif / float(src.width)) * (float(src.width) / size) +,0.0
10673,"cachedir='~/.astrobase/dust-cache',",0.0
10674,"if string_input and original_args[0][0] in ['(','[']:",0.0
10675,"def search(self, search_string):",0.0
10676,"if not kwargs.get(""height""):",0.0
10677,"'nbestinds':None,",0.0
10678,if v2 is None:,0.0
10679,"'amount': 'sum',",0.0
10680,>>> plt.xlabel(r'Symbol Rate Normalized Time'),1.0
10681,"name=name,",0.0
10682,Select the first relevant annotations,1.0
10683,elif listtype == 'dir':,0.0
10684,Remove file identified by `key`.,1.0
10685,"record_add_field(rec, '650', ind1='1', ind2='7',",0.0
10686,@type window_name: string,1.0
10687,<record> ... </record>,1.0
10688,"iq = Iq(to_jid = self.room_jid.bare(), stanza_type = ""set"")",0.0
10689,"If False, the torque values are assumed to be given in the world",1.0
10690,SCHEMES[HK].update({,0.0
10691,The initial LM step.,1.0
10692,The 8-byte initialization vector to use - a byte string - set as None,1.0
10693,"return False, error",0.0
10694,Check whether a function exists or not and return its config,1.0
10695,klass = CLIENT_MECHANISMS_D[mechanism],0.0
10696,except KeyError:,0.0
10697,objs = self.mdl.objects.getMultipleOnlyIndexedFields(pks),0.0
10698,s = 'Expected field named %s in POST' % field,0.0
10699,Returns a list of words that appear in bold in the article.,1.0
10700,'bls' in lspinfo['method'] and,0.0
10701,except:,0.0
10702,"unsigned 8-bit integers: FanON, LaserON, FanDACVal, LaserDACVal.",1.0
10703,filter data to only the loci that have data for mindict setting,1.0
10704,if not self.imagePixmap.isNull():,0.0
10705,except:,0.0
10706,"def calc_key_stats(self, metric_store):",0.0
10707,The original datetime.py code assumes that `dst()` defaults to,1.0
10708,Prints to the elog.,1.0
10709,"f = open('/proc/stat', 'r')",0.0
10710,one could also argue that an exception would be appropriate here,1.0
10711,start_iteration = len(self) - 1;,0.0
10712,Overload Visitor._method because we want to stop to iterate over the,1.0
10713,that contains the Python module that contains functions used to,1.0
10714,===== Training,1.0
10715,V_IJ_unbiased = V_IJ - bias_correction,0.0
10716,if (graph_matrix[row][column] > 0):,0.0
10717,config[kv.key] = kv.value,0.0
10718,"os.path.join(DEFAULT_CONFIG_DIRECTORY, module_name, 'config.ini')",0.0
10719,Publishes the ``model`` and return its ident_hash.,1.0
10720,return result,0.0
10721,"ins_cost, del_cost, sub_cost, trans_cost = cost",0.0
10722,"return base.format(warning, error, end)",0.0
10723,"proportions = {k: 1. / 3 for k in range(1, 4)}",0.0
10724,"args, sys.argv = parser.parse_known_args(sys.argv)",0.0
10725,else:,0.0
10726,"return (active, False)",0.0
10727,"pathname = os.path.join(scriptDir, 'datasets', filename)",0.0
10728,Load and parse the config file.,1.0
10729,Convert symbol error probability to bit error probability,1.0
10730,The 'nearest' mode will fill the missing value with the nearest value in,1.0
10731,Wrapper to raise (and log) DAVError.,1.0
10732,with no more than M/(n+m-1) weight,1.0
10733,self.starttls(),0.0
10734,"Conductivity of Hydrocarbons."" Chemical Engineering 115, no. 13",1.0
10735,if factor_returns is not None:,0.0
10736,if just local deployment,1.0
10737,self._categoryRecencyList.pop(leastRecentlyUsedPattern),0.0
10738,if debug:,0.0
10739,"except for x-amz-client context, which appears to break",1.0
10740,Note above re: double-clicks applies to triple-clicks,1.0
10741,self._active_cond_potassium = next_active_potassium[:];,0.0
10742,inputFile.close(),0.0
10743,sent_task_ids = custom_target_task_ids or [],0.0
10744,signature_length = deref(signature_length),0.0
10745,"def first(self, symbols):",0.0
10746,https://iexcloud.io/docs/api/#delayed-quote,1.0
10747,armcols = [('arm_%s' % x) for x in apertures if ('arm_%s' % x) in lcdict],0.0
10748,from all of the nodes given as an argument.,1.0
10749,:param end: either datetime.datetime or str in ISO 8601,1.0
10750,"""description"": ""API token for remote operation with GitHub and Gitlab""",0.0
10751,"result = odeint(self.hnn_state, ",0.0
10752,iterable : iterable,1.0
10753,ELSE,1.0
10754,logger.warn('tzinfo already set'),0.0
10755,magcolget = magcol.split('.'),0.0
10756,get baseline data from chunks with smallest variance,1.0
10757,raiseonfail=True,0.0
10758,Parameters,1.0
10759,else:,0.0
10760,if analysis.ts_start:,0.0
10761,to the annotation's sandbox keyed by ``Annotation.sandbox.slice`` which,1.0
10762,\\?\UNC\[server]\[sharename]\,1.0
10763,-------,1.0
10764,return item.get_secret().decode('utf-8'),0.0
10765,"return np.rollaxis(spsolve(A, b), axis, 0).reshape(orig_shape)",0.0
10766,plt.xticks([]),0.0
10767,"def freqz_cas(sos,w):",0.0
10768,doc_mapper = DocMapper(),0.0
10769,Launch a new ad-hoc command.,1.0
10770,"described at the end of notes Chapter 9, A = 1, K 1/sqrt(2),",1.0
10771,":param destination: (optional) name of the midas destination folder,",1.0
10772,"array([[ 1.,  0.],",1.0
10773,Printer.print_error('Could not get platform version.'),0.0
10774,j = json.dumps(j),0.0
10775,prompt=None):,0.0
10776,"dstTemplate=options.get('dstTemplate'),",0.0
10777,data = kwargs['payload'],0.0
10778,"None,",0.0
10779,colors.append(c),0.0
10780,"limit, file)",0.0
10781,return,1.0
10782,return ret,0.0
10783,if_not_found_x = if_not_found_coords[0],0.0
10784,meta_deps = defaultdict(set),0.0
10785,if query.limit_stmt:,0.0
10786,response = yield http_client.fetch(url),0.0
10787,load balancer,1.0
10788,still have to use parallel_sort to make,1.0
10789,self.running.remove(procid),0.0
10790,if synapse[2] <= 0:,0.0
10791,"Return a list of 3-tuples with (name, description, defaultValue) for each",1.0
10792,"res = self.grimoire_con.post(url, data=json.dumps(data),",0.0
10793,"for attr in edge.getElementsByTagName(""data""):",0.0
10794,paths.append(parse_circle(node)),0.0
10795,stop_names[s] = self.stop(s)[u'name'].values[0],0.0
10796,"save_image(img, outname, outformat, options=options, autoconvert=True)",0.0
10797,"Chemistry 61, no. 8 (1989): 1395-1403. doi:10.1351/pac198961081395.",1.0
10798,N = self.N,0.0
10799,self._log.info('Search path extended with %r by the environment ',0.0
10800,"""value of stimulusThreshold that is too large relative "" +",0.0
10801,The number of parallel workers to launch,1.0
10802,for i in range(8):,0.0
10803,"trust_region        bool, whether or not algorithms estimates the gradient KL divergence between the old and updated policy and uses it to determine step size  (default: True)",1.0
10804,return,0.0
10805,Uses [Caching](/references/polyaxon-cli/#caching),1.0
10806,"``<subfield code=""a"">80-251-0225-4 (brož.) :</subfield>`` ->",1.0
10807,l.pop(i),0.0
10808,blueprint.add_url_rule(,0.0
10809,for batch in gen:,0.0
10810,if 'name' not in data:,0.0
10811,----------,1.0
10812,Allow the user to read any remaining decrypted data,1.0
10813,menu.removeMenu(),0.0
10814,size = os.stat(f).st_size,0.0
10815,user=r.env.postgres_user),0.0
10816,Name of the method to use,1.0
10817,:return dict: a dictionary represents the data in file.,1.0
10818,autofreq : bool,1.0
10819,Return the escape sequence for the selected Control Sequence.,1.0
10820,field_position_global=field[4]),0.0
10821,while i != 0 and j != 0:,0.0
10822,if searchresults:,0.0
10823,out += r.format(self.annotation_metadata._repr_html_()),0.0
10824,self.__clusters[index_cluster].append(index_point),0.0
10825,"correction_seconds = np.dot(pos_earth.T, src_unitvector)/CLIGHT_KPS",0.0
10826,"['a', 'b', '1']",1.0
10827,if ownerInfo:,0.0
10828,plt.show(),0.0
10829,测试代码块耗时,1.0
10830,"start_time=start_time,",0.0
10831,should become 'stale'.,1.0
10832,vevent = cal.add('vevent'),0.0
10833,OrderedDicts are used here so that the key order can be,1.0
10834,"fieldScores.append((bestScore, field))",0.0
10835,borderType=cv2.BORDER_REFLECT_101),0.0
10836,"target_dir, fname, intro)",0.0
10837,"if(mode == ""new""):",0.0
10838,data we don't bother trying to remove the second barcode since it's not,1.0
10839,"if not hasattr(self, ""chain_prefix""):",0.0
10840,methods.remove(Method),0.0
10841,raise AssertionError(,0.0
10842,except Exception as e:,0.0
10843,getting the reshaped shapes,1.0
10844,"your lcformat description JSONs, other than the usual directories lcproc",1.0
10845,"p[0] = [p[0], p[2]]",0.0
10846,Clean program.,1.0
10847,"for s in ['', '2', '3'][:dof]]",0.0
10848,"accept_sparse : string, list of string or None (default=None)",1.0
10849,if should_plot_noise_map:,0.0
10850,Key=key['name']),0.0
10851,"dV_dT = self.VolumeLiquid.TP_dependent_property_derivative_T(self.T, self.P)",0.0
10852,"def clr(M, **kwargs):",0.0
10853,:param url: Elasticseearch url hosting Kibiter indices,1.0
10854,`function_name()` function,1.0
10855,"for field, meta in self.filterDict.iteritems():",0.0
10856,"for idx, name, manager in _iterate_managers(connection, skip):",0.0
10857,timeout_handler = default_timeout_handler,0.0
10858,"and the attempted V_over_F, [-]",1.0
10859,"for repo_data in [building_repo_data, testing_repo_data]:",0.0
10860,"cmap : str or None, optional",1.0
10861,else:,0.0
10862,"file_path, file_ext = os.path.splitext(path)",0.0
10863,pylint: disable=too-many-branches,1.0
10864,"lcdict['exptime'] = np.full_like(lcdict['time'],",0.0
10865,scores.append([]),0.0
10866,boundstr = image['properties']['footprintWkt'],0.0
10867,Perform final operations for model,1.0
10868,responses = [],0.0
10869,length suggested of line segmentation to reproject file bounds,1.0
10870,word = word[:-1],0.0
10871,return(rslt),0.0
10872,modules = obj.get_modules(),0.0
10873,profile_prior_model_dict: {str: PriorModel},1.0
10874,while True:,0.0
10875,C1=(THETA*(LAMBDA.conjugate())+PSI*DELTA)*R1,0.0
10876,clean up,1.0
10877,"np.sqrt(est, out=est)",0.0
10878,tree.add(item),0.0
10879,"This function is very simple, and can be copied to do more interesting statistics over the :class:`Runner`",1.0
10880,Type a single unicode char.,1.0
10881,Parameters,1.0
10882,"theta_coordinate_to_profile = np.arctan2(shifted_coordinates[:, 0],",0.0
10883,self.pkg_type = parsed_args.pkg_type,0.0
10884,click.echo(,0.0
10885,"""affiliate"": {",0.0
10886,"frequency : float, default=100.0",1.0
10887,"def MSTORE(self, address, value):",0.0
10888,'OECD HPV Chemicals'],1.0
10889,"""and gateway ip""))",0.0
10890,Logical and/or operators.  This means the expression,1.0
10891,:type filename: str,1.0
10892,return result,0.0
10893,passes it to the drawqueues render function,1.0
10894,return self.numCategories,0.0
10895,if sheetname:,0.0
10896,None returned,1.0
10897,End of the string,1.0
10898,Log.error('Unknown bolt: \'%s\'' % bolt_name),0.0
10899,		Args:,1.0
10900,logging.info(filepath),0.0
10901,zs : list[float],1.0
10902,raise ProjectsNotFoundException(,0.0
10903,for i in xrange(tm2.cellsPerColumn):,0.0
10904,resampling : str,1.0
10905,nums : list,1.0
10906,Knock out each gene from a given list.,1.0
10907,"reponame=autooptions['reponame'],",0.0
10908,columnCount=dict(,0.0
10909,"obtain this object's information. If `fast_mode` is set, this is",1.0
10910,"def snapshot(self, name):",0.0
10911,"""buffer"" set by `oot_buffer_time`, sampling 3x as many points on either",1.0
10912,if 'endTime' in event:,0.0
10913,if top != bottom:,0.0
10914,\psi = [1 + (\omega - 0.011)(0.39490(V_r - 1.02355) - 0.93281(V_r -,1.0
10915,:param fp: A readable filehandle.,1.0
10916,"print(dist.domain_name, dir(dist), dist.__dict__)",0.0
10917,self._trigger_timers(),0.0
10918,:type croppings: str,1.0
10919,cpd['objectinfo']['jmag'] is not None),0.0
10920,+ '-+\n',0.0
10921,Printer.print_warning('No argument was provided to update the project.'),0.0
10922,yield p,0.0
10923,sequence = [],0.0
10924,"super().resize(width, height)",0.0
10925,thislcdata = lcdata[key] / sapflux_median,0.0
10926,obj_vars.append(s_plus),0.0
10927,for name in self.albums[path].subdirs:,0.0
10928,doc_type=self.bookmark_doc_type,0.0
10929,"deterministic=deterministic,",0.0
10930,x19 = x18*x3*x6,0.0
10931,\*\*timeout: Optional[int] = None,1.0
10932,"gaia_mirror=gaia_mirror,",0.0
10933,else:,0.0
10934,xristofir xristYfir',1.0
10935,size = np.array(fig.canvas.manager.window.get_size()),0.0
10936,raise,0.0
10937,logger.warning('github rate limit for anonymous requests exceeded: you must log in'),0.0
10938,"self.version = StrictVersion(new_config.get('meta', 'version'))",0.0
10939,width = maxwidth,0.0
10940,"value += attn0 * attn0 * extrapolate(xsb + 1, ysb + 1, zsb + 1, wsb + 1, dx0, dy0, dz0, dw0)",0.0
10941,"allele_index=1,",0.0
10942,noise if present at the receiver input.,1.0
10943,"'%s (%s) read from %s, immediate dependencies: %s' % (",0.0
10944,:param role:,1.0
10945,"syntax to recognize, ``sys.version_info[0:2]`` by default.",1.0
10946,check_mdpargs(unprocessed),0.0
10947,io5.close(),0.0
10948,plist.append(self.getquote()),0.0
10949,self.error = True,0.0
10950,"nminibatches: int                 number of training minibatches per update. For recurrent policies,",1.0
10951,"with open(traitfile, 'w') as tout:",0.0
10952,visualization.,1.0
10953,Writes data to the TLS-wrapped socket,1.0
10954,"'sha256': 256,",0.0
10955,groovy_data['job_prefixes_and_names'] = {},0.0
10956,sheet_names = [name.upper() for name in book.sheetnames],0.0
10957,return flag,0.0
10958,"C(str(lineno).ljust(4), 'blue'),",0.0
10959,"""Please grant write permissions or change the path in your config"".format(file))",0.0
10960,argTuples = getArgumentDescriptions(f),0.0
